Aging,Temperature,SOC,Frequency,Z_real,Z_imag
0,22.5,1,954.08411,3.0682024,0.35393779000000003
0,22.5,1,754.27557,3.1384018,0.3998547
0,22.5,1,596.71857,3.2153544,0.43608390999999996
0,22.5,1,471.35751,3.2988456,0.47572883
0,22.5,1,372.7338,3.3854004,0.5072582299999999
0,22.5,1,294.71707,3.4737403000000002,0.5396457299999999
0,22.5,1,232.98701,3.5698735,0.55790984
0,22.5,1,184.11626,3.6656845,0.57417969
0,22.5,1,145.60574,3.7639053,0.58481889
0,22.5,1,115.18433,3.871412,0.5839553199999999
0,22.5,1,91.078392,3.9785565,0.58633345
0,22.5,1,71.957245,4.0829498,0.57366199
0,22.5,1,56.912251,4.1865432,0.5550909
0,22.5,1,44.956841,4.2770513999999995,0.52457169
0,22.5,1,35.557541,4.3679825,0.48868847
0,22.5,1,28.102516,4.4505415,0.44303396
0,22.5,1,22.226173,4.522074,0.39564099
0,22.5,1,17.556183,4.5709098,0.34485231
0,22.5,1,13.884776,4.6150382,0.29924573000000004
0,22.5,1,10.988047,4.6475278,0.25645471999999997
0,22.5,1,8.6805573,4.6760407,0.22241146
0,22.5,1,6.8651142,4.690836200000001,0.18695994000000002
0,22.5,1,5.4253473,4.713004,0.16097682
0,22.5,1,4.292582,4.7223372,0.15051864999999998
0,22.5,1,3.3908424,4.7311885,0.13023773
0,22.5,1,2.6847081,4.739861899999999,0.12443052
0,22.5,1,2.1229622,4.7516073,0.11637143
0,22.5,1,1.6765022,4.7639459,0.11601558000000001
0,22.5,1,1.3259507,4.7696605,0.12463021
0,22.5,1,1.047814,4.7770003,0.13017068999999998
0,22.5,1,0.82777089,4.7861245,0.13850041
0,22.5,1,0.65497148,4.7937119,0.15450433
0,22.5,1,0.5175212,4.8063691,0.17117015
0,22.5,1,0.40911707,4.8260549,0.19137257000000002
0,22.5,1,0.3236866,4.8500309,0.22810983
0,22.5,1,0.25591263,4.8714205999999995,0.2759769
0,22.5,1,0.20234396,4.8895283,0.32787811
0,22.5,1,0.16011845,4.9123261000000005,0.38080206
0,22.5,1,0.12650184,4.950673800000001,0.43819757
0,22.5,2,10002.229,2.6246181,-0.92897704
0,22.5,2,7904.959,2.5273412,-0.7477000500000001
0,22.5,2,6248.7827,2.4772056,-0.5476104
0,22.5,2,4941.5811,2.4932621,-0.32415925
0,22.5,2,3906.2498,2.5443519,-0.17478684
0,22.5,2,3087.0369,2.5913643000000004,-0.047958303
0,22.5,2,2440.7808,2.6424471,0.057562269
0,22.5,2,1930.6177,2.6929362,0.1398421
0,22.5,2,1525.4882,2.7531006,0.21142725
0,22.5,2,1206.9312,2.8132258,0.27140256
0,22.5,2,954.08411,2.8792166000000003,0.32706067
0,22.5,2,754.27557,2.9449754,0.37466528
0,22.5,2,596.71857,3.0138849,0.41727243999999997
0,22.5,2,471.35751,3.0982201000000003,0.45404365
